Employee_1D,city,gender,HR Analytics,University Grade,education_level,Has HR expereince,experience,Job changes,Training hours,company_size,Get HR Analytics Job? 
199746,city_104,Male,No relevent experience,Grade 3,Phd,Yes,17,3,,50-99,No
199751,city_67,Male,No relevent experience,Grade 3,Phd,Yes,9,>4,,,Yes
199783,city_103,Male,No relevent experience,Grade 2,Graduate,Yes,4,1,,,Yes
199843,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,17,1,,100-500,Yes
199920,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,20,1,,50-99,Yes
200002,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,2,,50-99,Yes
200018,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,2,,100-500,No
200032,city_100,,Has relevent experience,Grade 3,Masters,Yes,>20,1,,50-99,Yes
200098,city_97,Male,Has relevent experience,Grade 2,Graduate,Yes,16,>4,,1000-4999,Yes
200125,city_134,Male,Has relevent experience,Grade 3,Graduate,Yes,7,1,,<10,Yes
200161,city_103,Male,Has relevent experience,Grade 2,Masters,No,>20,1,,500-999,No
200259,city_21,,Has relevent experience,Grade 3,Graduate,Yes,10,2,,50-99,Yes
200339,city_21,,Has relevent experience,Grade 3,Graduate,Yes,3,,,50-99,Yes
200382,city_21,Male,Has relevent experience,Grade 3,Masters,Yes,4,4,,50-99,Yes
200431,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,10,1,,500-999,Yes
200473,city_16,Male,Has relevent experience,Grade 1,Graduate,Yes,7,>4,,1-10,Yes
200487,city_21,,No relevent experience,Grade 3,Graduate,Yes,<1,never,,,Yes
200562,city_180,,No relevent experience,Grade 3,Graduate,Yes,2,1,,,Yes
200615,city_103,,No relevent experience,Grade 3,Masters,Yes,6,1,,5000-9999,No
200677,city_21,,No relevent experience,Grade 2,Graduate,Yes,<1,never,,,No
200685,city_21,,Has relevent experience,Grade 3,Graduate,Yes,6,4,,,Yes
200690,city_103,Female,No relevent experience,Grade 1,Graduate,Yes,2,1,,50-99,Yes
200742,city_21,Male,Has relevent experience,Grade 2,Graduate,Yes,<1,1,,1-10,Yes
200789,city_149,,Has relevent experience,Grade 3,Graduate,Yes,11,4,,100-500,Yes
200852,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,18,2,,1-10,Yes
200922,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,9,1,,,Yes
200947,city_27,Male,Has relevent experience,Grade 1,High School,Yes,10,2,,50-99,Yes
201039,city_99,Male,No relevent experience,Grade 2,Graduate,Yes,>20,>4,,<10,Yes
201067,city_104,Male,Has relevent experience,Grade 3,Graduate,No,9,1,,1-10,Yes
201095,city_103,Female,No relevent experience,Grade 3,Graduate,Yes,3,1,,<10,No
201134,city_114,,Has relevent experience,Grade 3,,Yes,5,,,,Yes
201205,city_162,Male,Has relevent experience,Grade 2,Graduate,Yes,4,never,,<10,Yes
201223,city_100,,Has relevent experience,Grade 2,High School,Yes,>20,2,,1-10,Yes
201296,city_100,Male,Has relevent experience,Grade 3,High School,Yes,4,1,,100-500,Yes
201394,city_16,,No relevent experience,Grade 1,Graduate,Yes,<1,never,,,Yes
201434,city_84,Male,Has relevent experience,Grade 2,Graduate,Yes,5,1,,100-500,Yes
201487,city_75,Male,Has relevent experience,Grade 3,High School,Yes,9,1,,,Yes
201502,city_16,Male,Has relevent experience,Grade 3,Graduate,Yes,7,1,,<10,Yes
201569,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,>20,1,,500-999,Yes
201575,city_16,,No relevent experience,Grade 1,Primary School,Yes,5,never,,,Yes
201638,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,4,1,,10000+,Yes
201686,city_16,Male,No relevent experience,Grade 3,Masters,Yes,4,1,,50-99,Yes
201785,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,10,4,,10000+,Yes
201882,city_71,Male,Has relevent experience,Grade 2,Graduate,Yes,11,1,,10000+,No
201909,city_30,Male,Has relevent experience,Grade 2,Graduate,Yes,5,1,,100-500,Yes
201927,city_114,,Has relevent experience,Grade 1,High School,Yes,>20,>4,,,Yes
202002,city_91,,Has relevent experience,Grade 2,Graduate,Yes,3,>4,,,Yes
202029,city_114,Male,Has relevent experience,Grade 3,Graduate,Yes,>20,4,,10000+,No
202046,city_100,Male,Has relevent experience,Grade 3,Graduate,No,11,1,,,Yes
202076,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,8,1,,50-99,Yes
202119,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,1,,50-99,Yes
202179,city_16,Male,No relevent experience,Grade 3,Graduate,Yes,>20,>4,,,Yes
202278,city_160,Male,Has relevent experience,Grade 3,Masters,Yes,7,1,,100-500,Yes
202353,city_160,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,,Yes
202437,city_114,Male,Has relevent experience,Grade 3,Masters,No,>20,1,,100-500,No
202483,city_11,,Has relevent experience,Grade 2,Graduate,Yes,4,1,,50-99,Yes
202580,city_100,Male,Has relevent experience,Grade 2,Masters,Yes,14,4,,100-500,Yes
202650,city_160,,No relevent experience,Grade 2,Primary School,Yes,4,never,,,Yes
202715,city_150,Male,No relevent experience,Grade 2,Graduate,Yes,2,never,,,No
202809,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,4,2,,50-99,Yes
202854,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,>4,,500-999,Yes
202939,city_103,Male,No relevent experience,Grade 2,Graduate,Yes,2,1,,,Yes
202948,city_114,,Has relevent experience,Grade 2,Masters,Yes,14,>4,,5000-9999,Yes
203042,city_103,,No relevent experience,Grade 2,High School,Yes,2,never,,,Yes
203053,city_159,Male,Has relevent experience,Grade 3,Masters,Yes,12,1,,50-99,No
203109,city_77,Male,Has relevent experience,Grade 3,Graduate,Yes,7,2,,50-99,Yes
203193,city_76,Male,Has relevent experience,Grade 2,Graduate,Yes,13,4,,1000-4999,Yes
203259,city_21,,Has relevent experience,Grade 3,Graduate,Yes,2,1,,100-500,Yes
203354,city_103,,Has relevent experience,Grade 3,Graduate,Yes,12,never,,100-500,Yes
203395,city_90,Male,Has relevent experience,Grade 3,Graduate,No,5,2,,500-999,Yes
203398,city_103,,Has relevent experience,Grade 3,Masters,No,>20,>4,,100-500,Yes
203405,city_160,,Has relevent experience,Grade 1,Masters,Yes,6,1,,100-500,Yes
203420,city_150,,No relevent experience,Grade 3,Graduate,Yes,4,1,,,No
203505,city_103,Male,No relevent experience,Grade 3,Masters,Yes,2,1,,1000-4999,No
203602,city_16,Male,No relevent experience,Grade 2,Graduate,Yes,14,>4,,1000-4999,Yes
203666,city_64,Female,Has relevent experience,Grade 3,Graduate,Yes,14,1,,,No
203741,city_103,,Has relevent experience,Grade 3,Graduate,Yes,5,1,,10000+,Yes
203801,city_45,Male,No relevent experience,Grade 2,High School,Yes,6,never,,,No
203879,city_149,Male,Has relevent experience,Grade 2,Masters,Yes,7,1,,50-99,Yes
203904,city_160,,Has relevent experience,Grade 3,Graduate,Yes,12,1,,<10,No
203913,city_16,Male,Has relevent experience,Grade 2,Masters,Yes,10,2,,10000+,Yes
203918,city_21,,No relevent experience,Grade 3,Graduate,Yes,2,1,,1-10,Yes
203948,city_173,,Has relevent experience,Grade 3,Masters,Yes,20,,,1000-4999,Yes
204025,city_57,Male,Has relevent experience,Grade 1,Graduate,Yes,16,1,,,Yes
204052,city_11,,No relevent experience,Grade 2,Graduate,Yes,1,never,,,Yes
204106,city_114,Male,Has relevent experience,Grade 3,Masters,Yes,19,2,,50-99,No
204178,city_105,,Has relevent experience,Grade 2,Graduate,Yes,2,2,,50-99,Yes
204227,city_83,Male,Has relevent experience,Grade 2,Graduate,No,>20,>4,,50-99,Yes
204243,city_21,Male,No relevent experience,Grade 3,Graduate,Yes,1,1,,1-10,Yes
204316,city_160,Male,Has relevent experience,Grade 2,Graduate,Yes,10,3,,10000+,Yes
204321,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,10,1,,,Yes
204400,city_160,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,1,,50-99,Yes
204458,city_100,,No relevent experience,Grade 3,Masters,Yes,4,3,,,Yes
204541,city_160,Male,No relevent experience,Grade 2,Graduate,Yes,5,4,,500-999,Yes
204605,city_114,Male,No relevent experience,Grade 2,Graduate,Yes,<1,4,,,No
204681,city_136,Male,Has relevent experience,Grade 3,Graduate,Yes,18,3,,1000-4999,Yes
204710,city_75,Male,No relevent experience,Grade 3,Graduate,Yes,1,never,,,Yes
204722,city_104,Male,No relevent experience,Grade 3,Primary School,Yes,15,2,,10000+,Yes
204723,city_101,Male,Has relevent experience,Grade 3,Graduate,Yes,5,2,,100-500,Yes
204801,city_65,Male,Has relevent experience,Grade 2,Masters,Yes,15,>4,,10000+,Yes
204841,city_114,Male,No relevent experience,Grade 2,High School,Yes,9,1,,<10,No
204881,city_16,Male,Has relevent experience,Grade 1,Graduate,Yes,9,1,,<10,Yes
204955,city_136,Male,Has relevent experience,Grade 2,Graduate,No,>20,2,,<10,Yes
205029,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,4,3,,100-500,Yes
205034,city_114,Male,Has relevent experience,Grade 2,Graduate,Yes,4,2,,100-500,No
205070,city_99,,Has relevent experience,Grade 3,,Yes,>20,2,,50-99,No
205131,city_16,Other,Has relevent experience,Grade 3,High School,Yes,8,1,,50-99,Yes
205218,city_114,Male,Has relevent experience,Grade 3,Graduate,Yes,11,1,,100-500,No
205221,city_36,Male,Has relevent experience,Grade 2,Graduate,Yes,13,1,,1-10,Yes
205310,city_118,Male,Has relevent experience,Grade 3,Graduate,Yes,2,1,,1-10,Yes
205369,city_13,Male,No relevent experience,Grade 3,Primary School,Yes,5,never,,,Yes
205451,city_103,Male,Has relevent experience,Grade 2,Masters,Yes,8,4,,10000+,No
205453,city_27,Male,Has relevent experience,Grade 2,Graduate,No,>20,2,,100-500,Yes
205483,city_71,Male,Has relevent experience,Grade 3,High School,Yes,6,3,,1-10,No
205576,city_160,Other,Has relevent experience,Grade 3,Graduate,Yes,5,2,,<10,Yes
205640,city_160,,Has relevent experience,Grade 1,Graduate,Yes,14,2,,100-500,No
205685,city_21,Female,No relevent experience,Grade 3,Graduate,No,<1,1,,,No
205708,city_78,,Has relevent experience,Grade 3,Graduate,Yes,<1,2,,,Yes
205727,city_103,Male,Has relevent experience,Grade 3,Graduate,Yes,6,>4,,1-10,Yes
205813,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,5,1,,1-10,No
205881,city_160,Male,Has relevent experience,Grade 3,Graduate,Yes,15,>4,,<10,Yes
205924,city_138,Male,Has relevent experience,Grade 2,Masters,Yes,14,1,,10000+,Yes
205990,city_101,Male,Has relevent experience,Grade 3,Graduate,Yes,5,1,,,Yes
206026,city_114,Male,No relevent experience,Grade 3,Primary School,Yes,3,never,,,No
206103,city_103,Female,Has relevent experience,Grade 2,Graduate,No,11,2,,,Yes
206144,city_11,Male,Has relevent experience,Grade 3,Graduate,Yes,19,>4,,1-10,Yes
206176,city_21,,Has relevent experience,Grade 3,Graduate,Yes,6,2,,1-10,Yes
206226,city_145,,No relevent experience,Grade 2,Graduate,Yes,3,1,,,Yes
206266,city_162,Other,No relevent experience,Grade 1,Primary School,Yes,6,never,,,Yes
206271,city_16,Male,No relevent experience,Grade 2,Graduate,Yes,6,1,,<10,Yes
206327,city_10,Male,No relevent experience,Grade 3,Graduate,Yes,4,2,,,Yes
206341,city_101,Male,Has relevent experience,Grade 3,Graduate,Yes,2,2,,50-99,Yes
206402,city_103,Female,Has relevent experience,Grade 3,Graduate,Yes,3,1,,,No
206403,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,>20,2,,1-10,No
206463,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,3,never,,,Yes
206534,city_103,Male,No relevent experience,Grade 3,High School,Yes,6,never,,,Yes
206558,city_61,,Has relevent experience,Grade 3,Graduate,Yes,20,2,,100-500,Yes
206594,city_19,Female,Has relevent experience,Grade 3,Graduate,Yes,12,1,,100-500,No
206640,city_97,Male,No relevent experience,Grade 2,High School,Yes,2,1,,500-999,Yes
206691,city_21,,No relevent experience,Grade 2,Graduate,Yes,1,1,,10000+,Yes
206726,city_21,,Has relevent experience,Grade 2,Graduate,No,5,1,,<10,Yes
206781,city_160,Male,No relevent experience,Grade 3,Masters,Yes,8,1,,,Yes
206795,city_175,Male,Has relevent experience,Grade 2,Graduate,Yes,5,4,,5000-9999,Yes
206824,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,14,1,,50-99,Yes
206836,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,7,1,,10000+,Yes
206882,city_21,Male,No relevent experience,Grade 1,Masters,Yes,<1,3,,100-500,Yes
206895,city_71,Male,Has relevent experience,Grade 2,Graduate,Yes,18,3,,100-500,Yes
206926,city_16,,Has relevent experience,Grade 3,Graduate,Yes,12,1,,1000-4999,Yes
206950,city_23,,Has relevent experience,Grade 3,,Yes,>20,never,,,Yes
207040,city_152,Male,No relevent experience,Grade 2,Graduate,Yes,13,2,,,No
207109,city_21,,Has relevent experience,Grade 3,Masters,Yes,7,1,,500-999,Yes
207158,city_116,Male,Has relevent experience,Grade 3,Masters,Yes,9,2,,1000-4999,No
207193,city_160,,Has relevent experience,Grade 3,,Yes,18,>4,,100-500,Yes
207201,city_19,Male,Has relevent experience,Grade 2,Graduate,Yes,9,1,,1-10,No
207283,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,3,,,No
207324,city_75,Male,Has relevent experience,Grade 2,Graduate,Yes,15,1,,100-500,Yes
207408,city_103,Male,Has relevent experience,Grade 1,Graduate,Yes,>20,>4,,50-99,Yes
207411,city_103,,No relevent experience,Grade 3,Graduate,Yes,3,1,,100-500,Yes
207428,city_116,Male,Has relevent experience,Grade 2,Masters,Yes,7,4,,50-99,Yes
207468,city_103,Male,No relevent experience,Grade 2,,Yes,3,,,,No
207512,city_21,Male,Has relevent experience,Grade 3,Graduate,Yes,9,1,,1-10,Yes
207580,city_50,Male,Has relevent experience,Grade 2,Graduate,Yes,6,1,,,No
207679,city_136,Male,Has relevent experience,Grade 1,Masters,Yes,>20,4,,100-500,Yes
207739,city_160,Female,No relevent experience,Grade 3,High School,Yes,1,1,,10000+,Yes
207744,city_27,Male,Has relevent experience,Grade 2,Graduate,Yes,<1,>4,,,Yes
207760,city_150,Male,Has relevent experience,Grade 3,Masters,Yes,8,1,,50-99,Yes
207773,city_103,Male,Has relevent experience,Grade 1,Masters,Yes,9,2,,50-99,Yes
207825,city_21,,Has relevent experience,Grade 2,Masters,Yes,<1,2,,1-10,Yes
207829,city_114,,Has relevent experience,Grade 3,High School,Yes,7,3,,100-500,No
207847,city_75,Male,Has relevent experience,Grade 3,Graduate,Yes,19,4,,1-10,Yes
207888,city_114,Male,Has relevent experience,Grade 3,Graduate,Yes,6,1,,100-500,No
207942,city_16,,Has relevent experience,Grade 2,Graduate,Yes,11,>4,,1000-4999,Yes
207963,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,5,1,,10000+,Yes
208025,city_134,Male,Has relevent experience,Grade 3,Masters,Yes,6,1,,,No
208045,city_45,Male,No relevent experience,Grade 1,Masters,Yes,9,1,,,Yes
208139,city_16,,No relevent experience,Grade 2,Masters,Yes,4,1,,5000-9999,No
208218,city_103,Male,Has relevent experience,Grade 3,High School,Yes,12,1,,1-10,Yes
208266,city_21,,Has relevent experience,Grade 2,Graduate,Yes,6,never,,500-999,No
208307,city_21,,Has relevent experience,Grade 3,,Yes,1,never,,,Yes
208358,city_28,Male,Has relevent experience,Grade 3,Masters,No,>20,>4,,1-10,Yes
208412,city_143,,Has relevent experience,Grade 3,Graduate,Yes,8,1,,<10,Yes
208452,city_24,Male,Has relevent experience,Grade 3,High School,Yes,12,1,,50-99,Yes
208494,city_21,Male,No relevent experience,Grade 3,Graduate,No,<1,never,,500-999,Yes
208541,city_71,Male,Has relevent experience,Grade 3,Masters,Yes,17,4,,100-500,No
208639,city_24,Male,No relevent experience,Grade 1,Graduate,Yes,8,4,,50-99,Yes
208644,city_160,Male,Has relevent experience,Grade 2,Graduate,Yes,14,4,,1-10,No
208744,city_103,Male,Has relevent experience,Grade 2,Graduate,Yes,14,4,,<10,Yes
208758,city_103,,No relevent experience,Grade 3,High School,Yes,3,1,,,Yes
208761,city_103,,No relevent experience,Grade 2,Graduate,Yes,9,2,,,No
208766,city_103,Male,No relevent experience,Grade 2,Graduate,Yes,1,never,,,No
208798,city_162,Male,Has relevent experience,Grade 2,Graduate,Yes,4,1,,,Yes
208890,city_103,Male,Has relevent experience,Grade 3,Masters,Yes,16,4,,10000+,Yes
208907,city_16,,Has relevent experience,Grade 1,Graduate,Yes,>20,never,,<10,No
208915,city_75,,No relevent experience,Grade 2,High School,No,2,never,,,Yes
208998,city_36,Male,Has relevent experience,Grade 1,Masters,Yes,20,1,,50-99,Yes
209042,city_24,,Has relevent experience,Grade 2,Masters,Yes,15,>4,,50-99,No
209074,city_16,Other,No relevent experience,Grade 3,Graduate,Yes,6,1,,,Yes
209168,city_134,Male,Has relevent experience,Grade 3,Graduate,Yes,4,1,,50-99,Yes
209185,city_71,Male,Has relevent experience,Grade 3,Graduate,Yes,6,1,,100-500,Yes
209236,city_73,,Has relevent experience,Grade 3,High School,Yes,>20,2,,50-99,No
209318,city_21,Male,Has relevent experience,Grade 1,Graduate,Yes,10,1,,100-500,Yes
209374,city_75,Male,Has relevent experience,Grade 3,High School,Yes,>20,2,,100-500,Yes
209384,city_44,Male,No relevent experience,Grade 3,Graduate,No,7,never,,<10,Yes
209468,city_138,Male,Has relevent experience,Grade 3,High School,Yes,14,1,,,Yes
209517,city_70,,No relevent experience,Grade 3,High School,Yes,8,never,,,Yes
209601,city_114,Male,No relevent experience,Grade 3,High School,Yes,5,never,,,No
209643,city_173,Male,No relevent experience,Grade 3,Masters,Yes,16,>4,,<10,Yes
209695,city_90,,No relevent experience,Grade 2,Graduate,Yes,20,never,,,No
209740,city_21,Female,No relevent experience,Grade 3,High School,No,3,never,,,Yes
209831,city_103,Male,No relevent experience,Grade 3,Graduate,Yes,16,4,,,Yes
209869,city_136,Male,Has relevent experience,Grade 3,Masters,Yes,18,2,,,Yes
209899,city_100,Male,No relevent experience,Grade 3,Primary School,Yes,3,never,,,Yes
209988,city_102,Male,Has relevent experience,Grade 1,High School,Yes,7,1,,100-500,No
210075,city_102,Male,Has relevent experience,Grade 3,Masters,No,15,2,,10000+,No
